CODE3,EXPL3,STATE,
856,Morongo Clinic,CA,
857,Mother's & Daughter's Center,CA,
858,Mohan Mallam MD & Associates,CA,
85A,Psychiatric Consultants PC,GA,
85C,Potts & Smith Ped/Ado Medcn,GA,
85D,Peds Care,GA,
85F,Southwest Georgia Path Assocs,GA,
85H,St Luke's Cataract & Laser Inst,FL,
85J,St Johns Clinic Medical Ctr,FL,
85L,Women's Center Of Athens,GA,
85N,Woodhams Eye Clinic,GA,
85O,Zaman Pediatrics Center,GA,
85R,Americus Pediatrics PC,GA,
85V,Antaki & Associates,CA,
85Y,Murray Hill Podiatric Assocs,NY,
861,Ravalli Family Medicine,MT,
869,Nedelkoff Past & Jones,IN,
86D,Mercy Family Health Center,CA,
86F,Mesa Medical Group,CA,
86G,Metropolitan Clinic,CA,
86K,Center For Orthopedic Specs,CA,
86L,Choice Medical Center,FL,
86M,Rowe Maisel Heath Harvey Lee,CA,
86N,Nurick Ho & Lara MDs,CA,
86Q,Well Care Medical Group,CA,
86R,Orthopedic Sports Medcn Inst,NM,
86S,Four Corners Radiology,NM,
86T,Orthopedic Bone/Joint Specs,NM,
86W,Rio Grande Family Medicine,NM,
86X,Southwest Gynecologic Onc,NM,
86Y,Feminist Women's Health Ctr,GA,
86Z,Women's Medical Associates,NM,
873,South Broward Surgical Group,FL,
874,South Brooklyn Nephrology Ctr,NY,
876,South Bay Respiratory Assocs,CA,
878,Franciscan Treatment Center,CA,
87A,Sullivan Family Practice,IN,
87D,Laser Dermatology Clinic,CA,
87E,Laser Eye Center Silicon Vly,CA,
87G,Laservue Eye Center,CA,
87J,Lamont Community Health Ctr,CA,
87K,Pediatric Diagnostic Center,CA,
87L,LA Specialty Group,CA,
87Q,La Magnolia Medical Group,CA,
87W,GYN/Women's Clinic,CA,
882,Somerton Family Med Assocs,PA,
883,Sonntag-Reeve Eye Center,CA,
884,Orthopedics Of Southern,IN,
887,Azalea Orthopedic Sports Medcn,TX,
88A,Associated Anesthslgsts Medical,CA,
88B,Fred J Galluccio MD & Assocs,CA,
88C,Foothill Pediatrics Medical Grp,CA,
88E,Delano Pediatric Medical Grp,CA,
88G,Sanders Arlington Pediatrics,IL,
88K,Comprehensive Healthcare,IN,
88N,Memorial Medical Group,IN,
88V,Nassim & Associates,IN,
897,South Bay Cardiology Med Grp,CA,
898,South Bay Eye Institute,CA,
899,South Bay OB/GYN,NY,
89B,Lamorinda Pediatrics,CA,
89C,La Mesa Cardiac Center,CA,
89D,Otis R Bowen Center,IN,
89E,Primary Care Physicians,IL,
89H,Psychiatric Counseling Center,IL,
89I,Pulmonary Consultants,IL,
89L,Main Street Medical Center,CA,
89N,Associates In Otolaryngology,VA,
89O,Children's Heart Clinic,VA,
89P,Manassas Internal Medicine,VA,
89R,Urological Assocs Of Piedmont,VA,
89S,Steinmetz Medical Associates,VA,
89T,Riverside Podiatry,IL,
89U,Rockford Adult Medcn Assocs,IL,
89X,Renaissance Medical Group,IL,
89Y,West Suburban OB/GYN,IL,
8A1,Arapahoe Park Pediatrics,CO,
8A4,Apollo Beach Family Practice,FL,
8A5,Anesthesia Associates Seguin,TX,
8A6,Associates In Psychiatry,MI,
8A8,Annapolis Ear Nose & Throat,MD,
8A9,American Proessional Associates,GA,
8AB,Alabama Cardiovascular Group PC,AL,
8AC,Associated Neurologists,CO,
8AD,Colorado Mountain Medical,CO,
8AE,Cancer Care Associates,CA,
8AF,West Coast OB/GYN,CA,
8AG,West Chester Cardiology,PA,
8AH,West Charleston Medical Ctr,NV,
8AK,West Des Moines Childrens Cli,IA,
8AN,Associates In Kidney Disease,PA,
8AO,Astramed Physicians PC,NY,
8AP,Anesthesia Associates Of York,PA,
8AQ,Anne Arundel Urology PA,MD,
8AT,West End Medical Center,GA,
8AU,West End Pediatrics,VA,
8AV,West Seattle Highline Eye Clini,WA,
8AW,West Hartford Pediatrics,CT,
8AY,West Georgia Eye Care Center,GA,
8AZ,West Main Medical Center,AL,
8B1,Willamette Ear Nose Throat,OR,
8B3,Will Vision & Laser Centers,WA,
8B4,Willamette Surgical Specs,OR,
8B5,Williams Family Medicine,MI,
8B7,Wilson Care Inc,OH,
8B8,Williamsburg Square Fam Prac,VA,
8B9,Winchester Foot & Ankle,VA,
8BB,West Michigan Gastroenterlgy,MI,
8BD,West Michigan Pathology Assoc,MI,
8BH,West Side Radiology Associates,NY,
8BJ,Westshore Internal Medicine,MI,
8BN,West Salem Clinic,OR,
8BP,Woburn Medical,MA,
8BQ,Wohl Eye Center,IL,
8BR,Wolf Podiatry & Associates,IL,
8BY,Windward Pediatrics,HI,
8BZ,Winfield Medical Arts,KS,
8C2,Crown City Medical Group,CA,
8C3,Central Kansas ENT Assocs,KS,
8C4,Columbus Family Practice Assocs,NE,
8C5,Central Penn Gastro Assocs,PA,
8C6,Century Park East Pod Grp,CA,
8C9,Childrens Hospital Physician As,OH,
8CA,Williamsport Family Practice,MD,
8CB,Winchester Orthopaedic Assocs,VA,
8CC,Colon & Rectal Associates,PA,
8CG,Winchendon Health Center,MA,
8CI,Seattle Emergency Physicians,WA,
8CK,Santa Clarita Valley Podiatry,CA,
8CL,SDI Diagnostic Imaging,FL,
8CP,Clay Platte Family Medcn Cln,MO,
8CR,Saad A Shakir MD & Associates,CA,
8CU,Amador Anesthesia Medical Grp,CA,
8CV,Women's Healthcare Of Warren,NJ,
8CW,Advanced ENT & Allergy,KY,
8CX,Sacramento Oral Surgery,CA,
8CZ,Pathology Service Corp,WI,
8D1,Schwartzenburg Lefrnca/Guidry,LA,
8D2,Susan Beigel Intrnl Medcn Grp,CA,
8D3,SL Quality Care,NY,
8D4,Susquehanna Anesthesia,NY,
8D5,Susquehanna Hematology Onclgy,PA,
8D6,Susquehanna OB/GYN,MD,
8D7,SwedishAmerican Medical Group,IL,
8D8,Sharon E Greenberg MD PC,NY,
8D9,Swift River Healthcare,ME,
8DB,Schaefferstown Family Prac,PA,
8DC,Schuessler Pope Kehl Barnes,GA,
8DF,Seacoast Mental Health Center,NH,
8DH,Surgical Specialists,CT,
8DN,Seaford Pediatrics,NY,
8DO,Sawyer Surgery Clinic LLC,AL,
8DQ,Seale Harris Clinic,AL,
8DS,Saridakis Scanlon Saridakis Inc,OH,
8DT,Sauer & Leibensperger MDs,PA,
8DU,Sault Saint Marie Tribal Hlth,MI,
8DX,SMB Radiology,MS,
8DZ,Surgical/Family Wellness Ctr,MD,
8E1,Salem Pediatric Clinic,OR,
8E2,Salem Radiology Consultants,OR,
8E4,Salem Surgical Associates,VA,
8E5,Saddleback Eye Center,CA,
8EC,Shapiro Goldman Tawil MDs,NY,
8EE,Westlake Medical Center,MO,
8EF,Shanahan & Ferguson MDs PC,MD,
8EH,Shady Grove Pediatric Assocs,MD,
8EI,Saint Maries Family Medicine,ID,
8EJ,Saint Mark's Eye Institute,WA,
8EK,Saint Paul Infectious Disease,MN,
8EM,Saint Paul Medical Center,CA,
8EN,Saint Petersburg Matrnl/Fetl,FL,
8EP,Saint Vincent's Services Inc,NY,
8ES,Sakowitz Eye Center,FL,
8ET,Salem Eye Clinic LLC,IL,
8EV,Selma Pediatrics,AL,
8F1,San Bernardino Urolgcl Assocs,CA,
8F2,San Diego Cardiology Assocs,CA,
8F3,Saint Francis Family Health,MO,
8F5,San Diego Rehabilitation Inst,CA,
8F6,San Diego Sports Medcn/Fam Hlth,CA,
8F8,San Francisco Digestive Dis,CA,
8FB,Semel Oana Goldenring Chua,NJ,
8FC,Saenz Medical Center,TX,
8FD,Sage Healthcare,ID,
8FE,Salinas Valley Orthopedics,CA,
8FH,Saint Andrews Clinic,ND,
8FI,Sall Myers Medical Associates,NJ,
8FK,Samaritan Behavioral Health,OH,
8FN,Saint Charles Orthopedic Sgy,MO,
8FO,Samaritan Internal Medicine,OR,
8FS,San Antonio Diag Img/Pain Mgt,TX,
8FV,San Antonio Prev/Diag Medcn,TX,
8FW,Saint Cloud Eye Clinic,MN,
8FX,CNM Medical,LA,
8G1,Saint Louis Cancer Care,MO,
8G5,Saaid Khojasteh MD & Assocs,MO,
8G7,Shore Imaging,NJ,
8GA,San Joaquin Health Center,CA,
8GF,San Pedro Mental Health,CA,
8GG,Schaumburg Oral Surgery,IL,
8GK,Sand Lake Emergency Phys,FL,
8GN,Medical Imaging Physicians,IA,
8GO,Sandusky Pediatricans,OH,
8GP,SLR Medical Anesthesia,NY,
8GR,Santa Ana Podiatry Group,CA,
8GX,Siegal Medical Group,FL,
8H1,South Texas Physical Medcn,TX,
8H2,South Side Community Hlth Ctr,TN,
8H5,South Shore Cardiovascular,NY,
8H7,South Shore Medical Center,TX,
8H8,Sierra Internal Medicine,CA,
8HC,Shenandoah Clinic,MI,
8HE,Shenandoah Valley Neurolgcl,VA,
8HG,Sheridan Orthopedic Assocs,WY,
8HH,Shelby Bone & Joint Clinic,NC,
8HK,Shelly D Senders & Associates,OH,
8HL,Schecter & Blumenfeld MDs,TX,
8HR,Scope Spine Care/Ortho Phys,CA,
8HS,Scottsdale Physical Med/Rehab,AZ,
8HX,Sexton Joffe & Urbach MDs,CA,
8HY,Senior Care Medical Assocs,CA,
8HZ,Seattle Prostate Institute,WA,
8I2,Soddy Daisy Medical Center,TN,
8I3,Soho Medical & Dental,NY,
8I6,Solano Family Health Services,CA,
8I7,Solinsky Eye Care,CT,
8IB,Sierra Rose Family Physicians,CA,
8ID,Sierra Women's Health,NV,
8IG,Greater Philadelphia Med Ctr,PA,
8IH,Scioto Paint Valley Mental Heal,OH,
8II,South Pittsburgh Urolgc Assoc,PA,
8IJ,Smyrna Health Center,GA,
8IM,Snapfinger Woods Ped Assocs,GA,
8IN,Smith County General Surgery,KS,
8IS,Snowflake Medical Center,AZ,
8IT,Sobel & Zell Orthopdc Assocs,NJ,
8IU,Sobel Family Medicine,AZ,
8IX,Southern Radiology Assocs,ME,
8IY,Sleep Disorders Institute,NY,
8J2,South Jersey Phys Assocs,NJ,
8J3,South Lewis Health Center,NY,
8J6,Southland Family/Urgent Care,CA,
8J9,Sioux Center Medical Clinic,IA,
8JB,Southern California Neurology,CA,
8JE,Southern California Retina,CA,
8JH,Soltero Yasuda & Associates,CA,
8JI,Southern Behavioral Hlth Assc,AL,
8JK,Somers Manor OB/GYN,NJ,
8JL,South Nassau Internal Medcn,NY,
8JM,Southeastern Psychiatric Associ,MA,
8JQ,South Ogden Center Family Med,UT,
8JR,South Omaha Medical Assocs,NE,
8JT,Southgate Medical Group,NY,
8JW,Southeast Minnesota Oral/Mxl,MN,
8JX,Southeast Inc,OH,
8JZ,Sitka Medical Center,AK,
8K3,Southwest Retina Consltnts,NM,
8K4,Southwest Solutions,MI,
8K5,Southwest Neuroscience/Spine,TX,
8K7,Springfield Nephrology Assocs,MO,
8K8,Springfield Assocs Oral/Max,IL,
8KA,South Jersey Behavioral Health,NJ,
8KB,Southland Gastroenterology,CA,
8KH,Simz Diagnostic Medical Ctr,NY,
8KI,Silver City Health Center,KS,
8KK,Pathology & Laboratory Cnslts,IL,
8KM,Southtowns Orthopedic Group,NY,
8KO,SW Florida Ankle/Foot Care Spec,FL,
8KP,Southwest Florida Oral/Facial,FL,
8KQ,Southwest Florida Women's Grp,FL,
8KR,Southwest Genetics,TX,
8KS,Southwest Georgia Nephrology,GA,
8KT,Smithtown Pediatric Group,NY,
8KW,Spinecare Medical Group,CA,
8KX,Spindel Eye Associates,NH,
8KY,Spine Institute Of Louisiana,LA,
8L1,Spain Rehabilitation Center,AL,
8L5,St Charles Psychiatric Assocs,MO,
8L6,Suburban Surgical Associates,MO,
8LA,Stanley Jones Memorial Clin,SD,
8LB,Stanley County Imaging,NC,
8LC,Southwestern PA Eye Center,PA,
8LE,Star Valley Family Physicians,WY,
8LF,Stat Care LLC,MS,
8LG,Southwestern PA Neuro Assocs,PA,
8LH,Stellar Family Healthcare,TX,
8LK,Specter & Klein MDs,NY,
8LL,Spectrum Behavioral Health,MD,
8LM,Spectrum Family Medicine,MD,
8LQ,Stockdale Podiatry Group,CA,
8LT,Specialty Surgery,TX,
8LV,Specialty Surgeons Of Pitts,PA,
8LW,Spirit Of Health,WA,
8LY,Sparks & Favor PC,AL,
8LZ,Specialists In Womens Health,CT,
8M2,Martin Bowen Hefley Knee/Sprt,AR,
8M3,Maumelle Medical Clinic,AR,
8M4,Langston Walker & Associates,MI,
8M6,Sonoran Spine Center,AZ,
8M7,The Covenant Group,KS,
8MA,Summit View Clinic,WA,
8MB,Suburban Psychiatric Assocs,NY,
8MC,Surgone PC,CO,
8ME,Suffolk Oral Surgery Assocs,NY,
8MF,Surgical Associates Of Enid,OK,
8MG,Summit Medical Clinic,CO,
8MI,Sunset Family Practice Group,OR,
8MJ,University OB/GYN,WV,
8MK,Sunshine Valley Pediatrics,NV,
8MV,University Orthopedics Center,PA,
8MW,Arizona Asthma/Allergy Inst,AZ,
8MY,St Joseph Medical Center,MI,
8MZ,Beaver Street Family Prac,AZ,
8N3,Sunnyview Medical Center,AZ,
8N4,Southwest Emergency Phys,AZ,
8N5,Medi Center,AK,
8N6,Norton Sound Health Corp,AK,
8N7,Ophthalmic Associates,AK,
8N9,University Pathology Assocs,MS,
8NC,Central Phoenix Women's Hlth,AZ,
8ND,St Francis Family Practice,DE,
8NE,St Francis Radiology Group,CA,
8NJ,Clin-Path Associates,AZ,
8NK,St Francis Medical Center,MO,
8NL,Flagstaff OB/GYN,AZ,
8NM,Flagstaff Pediatric Care,AZ,
8NN,Mountain View Surgical Assocs,AZ,
8NQ,Alabama Eye Surgery PC,AL,
8NR,Providence Imaging Center,AK,
8NS,Providence Matanuska Hlthcare,AK,
8NU,Southeast Alaska Reg Hlth,AK,
8NW,Emergency Medical Services,AK,
8NZ,Anchorage Medical/Surgical,AK,
8O2,Northwest Physicians LLC,AR,
8O5,Brewton Medical Center,AL,
8O7,Charles Henderson Child Ctr,AL,
8O8,Butler Eye Clinic,AL,
8O9,TLC Pediatrics,AZ,
8OA,Southwest Foot Institute,AZ,
8OF,Surgery Clinic,AR,
8OH,Retina Associates,AR,
8OI,Schmieding Developmental Ctr,AR,
8OJ,University Minnesota Physicians,MN,
8OK,Surgical Eye Care,NC,
8OL,University Nephrology Assocs,NY,
8OQ,Surgery Group Of Napa Valley,CA,
8OR,Surgery South PC,GA,
8OS,Associated Dermatologists,AL,
8OT,Surgery Specialists S Broward,FL,
8OX,Tri-City Colo Rectal Surgery,AZ,
8OY,Surgical Assocs Fort Smith,AR,
8P8,New Haven Radiology,CT,
8PD,Scoville Medical Group,CT,
8PE,Southern Connecticut Int Med,CT,
8PH,Norwich Anesthesia Assocs,CT,
8PK,Fairfield Medical Group,CT,
8PL,Fichman Eye Center,CT,
8PO,Connecticut Counseling Ctr,CT,
8PW,Anesthesia & Pain Mgmt Svs,CO,
8Q4,Providence Medical Group,IN,
8Q8,Shashy & Shashy MDs,AL,
8QC,Franklin Primary Health Center,AL,
8QH,Winfield Practice Phys Grp,AL,
8QK,Southeastern Imaging Group,AL,
8QP,Dothan Behavioral Medcn Clin,AL,
8QQ,Kamran Cardiology LLC,AL,
8QR,Cherry Creek Family Practice,CO,
8QT,Birmingham Pain Center,AL,
8QU,Mostellar Medical Center,AL,
8QV,Alabama Infectious Dis Ctr,AL,
8QY,North Central Counseling Svs,CT,
8R2,Southeast Cancer Network,AL,
8R3,Southlake Pediatrics,AL,
8RB,Natura Medica,CT,
8RE,Colorado Gastroenterology,CO,
8RF,Cardiovascular Associates,CT,
8RP,10th Street Pediatric Med Grp,CA,
8RS,Womens Medical Care,AZ,
8RV,Yuma Ear Nose & Throat,AZ,
8RW,Velda Rose Medical Center,AZ,
8RX,Oak Creek Imaging,AZ,
8RZ,Valley Eye Specialists,AZ,
8S2,Arkansas Oncology Associates,AR,
8S4,Walnut Creek Urgent Care,CA,
8S5,Z Jospeh Wanski MD & Assocs,CA,
8S9,Advanced Surgeon Medical Grp,CA,
8SA,San Cristobal Medical Group,CA,
8SB,Spring OB/GYN,NY,
8SC,R & B Medical Group,NY,
8SD,RSZ Orthopedics,PA,
8SF,Step Lively Foot & Ankle Ctr,OH,
8SG,Urology Associates Western PA,PA,
8SI,Birmingham Healthcare,AL,
8SK,Strafford Medical Associates,NH,
8SL,South Zanesville Fam Med Ctr,OH,
8SN,Alliance Medical Group,CT,
8SP,Streamwood Behavioral Health,IL,
8SQ,Southside Pediatrics Inc,IN,
8SS,West Coast Pathology,CA,
8SU,MMC For Children & Families,CA,
8SV,West Valley Radiology,CA,
8T1,South Coast Radiology,ME,
8T6,Senior Center,FL,
8T7,Braun & Braun MDs,DC,
8T8,Gerald Family Care,DC,
8T9,Mary's Center Maternl/Chld Cr,DC,
8TB,Alisal Health Center,CA,
8TC,Vision Care Medical Group,CA,
8TD,All Pro Medical Group,CA,
8TE,Shady Grove Mental Hlth Grp,MD,
8TI,Villa Marin Health Center,CA,
8TN,Southern New York Neurosrgcl,NY,
8TQ,Amador Eye Care Associates,CA,
8TR,Southern Maine Oral Surgery,ME,
8TS,Southern Illinois Oral/Mxfcl,IL,
8TT,Southern Indiana Anesthesia,IN,
8TU,Amador Family Physicians,CA,
8TV,Southern Indiana ENT/Plastic,IN,
8TX,Prompt Care,MT,
8TY,Beach Cities Dialysis,CA,
8TZ,Behavioral Health Medical Grp,CA,
8U1,ABC Pediatrics,FL,
8U2,Cardiovascular Center,FL,
8U5,Careview Radiology,FL,
8U7,Block & Nation MD,FL,
8UA,Capna Health LLC,DC,
8UB,Allergy & Asthma Associates,FL,
8UC,Oral Facial & Implant Surgery,FL,
8UE,Pulmonary Medical Consultants,PA,
8UF,Southern Colorado Clinic,CO,
8UG,Southern Cardiopulmonary,GA,
8UH,Psychiatric Inst Washington,DC,
8UI,Rankin Orthopaedics/Sprts Med,DC,
8UL,Unity Health Care Inc,DC,
8UO,Anesthesiology Pain Mgmt Cons,FL,
8UP,Apopka Family Medicine,FL,
8UQ,Associated Coastal ENT,FL,
8UR,Atlantic Eye Institute,FL,
8US,Bay Area Infectious Dis Assoc,FL,
8UU,Bay Podiatry,FL,
8UY,Cardiac Arrhythmia Service,FL,
8UZ,Cancer Care Centers Of Brevard,FL,
8V6,Family Medicine Center,DE,
8V7,Family Practice Center,DE,
8V8,Endocrine Medical Associates,CA,
8V9,Delaware Physician Associates,DE,
8VA,Central Medical Group,FL,
8VC,Center For Diabetes/Endocrine,FL,
8VE,Charlotte Harbor Cardiac Sgcl,FL,
8VF,Boca Raton Orthopedic Assocs,FL,
8VG,Gulf Coast Medical Group,FL,
8VH,Charlotte Heart/Vascular Inst,FL,
8VI,Bradenton Cardiology Center,FL,
8VK,Children's Specialists,FL,
8VL,San Ysidro Health Center,CA,
8VN,Central Florida Family Health C,FL,
8VO,Grabois Pravder & Associates,FL,
8VP,Central Florida Foot/Ankle,FL,
8VR,Valley Radiologists Inc,WV,
8VT,Central Florida Pathologists,FL,
8VU,Brevard Podiatry Group,FL,
8VZ,Bakersfield Center Wmn's Hlth,CA,
8W2,Florida Urology Center,FL,
8W3,Miami Children's Orthopedics,FL,
8W4,Miami Radiology Associates,FL,
8W7,Tooze Easter Moyer MDs,DE,
8W9,Women's Care Associates,DE,
8WA,Diabetes Metabolic Dis Ctr,DE,
8WB,Pill Hill Podiatry Group,CA,
8WC,Eye Physicians & Surgeons,DE,
8WE,Pinnacle Healthcare,CA,
8WF,Delaware Eye Care Center,DE,
8WG,Brandywine Eye Center,DE,
8WI,Women's Plastic Sgy Assocs,CA,
8WJ,Plastic Surgery Institute,CA,
8WK,Family Physicians Tampa Bay,FL,
8WO,Family Health Center Pompano,FL,
8WP,Fort Lauderdale Eye Assocs,FL,
8WR,Foundation Advanced Eyecare,FL,
8WS,Malka Institute,FL,
8WT,Family Care Partners,FL,
8WV,Favilli Family Practice Ctr,FL,
8WX,Florida Institute Reproductv,FL,
8WY,Florida Eye Health,FL,
8WZ,Florida Urology,FL,
8X1,Ramos Medical Associates,CA,
8X2,Medical Associates Tamarac,FL,
8X4,Crystal River Anesthesia,FL,
8X5,Academic Alliance Dermatology,FL,
8X9,West Volusia Pediatrics,FL,
8XA,Pediatric & Adolescent Center,DE,
8XB,Southside Family Practice,DE,
8XC,Manatee County Rural Health Ser,FL,
8XE,Martin Memorial Medical Group,FL,
8XF,Pacific Coast Health Systems,CA,
8XG,Woman To Woman OB/GYN Med Grp,DE,
8XH,St Francis OB/GYN Center,DE,
8XK,Okaloosa Cardiology,FL,
8XM,Plaza Towers OB/GYN,CA,
8XN,Caceres Medical Group,CA,
8XO,Pacific Eye Surgeons,CA,
8XP,Pacific Complementary Med Ctr,CA,
8XQ,Pacific Redwood Medical Group,CA,
8XS,Palm Desert Orthopedic Sgy,CA,
8XT,Pacific Sleep Disorder Center,CA,
8XW,Pacifica-Sur Medical Group,CA,
8XZ,Medical Associates Of Delray,FL,
8Y1,Putnam Obstetrics/Gynecology,FL,
8Y2,Riverside Family Physicians,CA,
8Y4,Psychological Associates,FL,
8Y5,Price Hoffman Stone Assocs,FL,
8Y8,Plantation Pediatrics,FL,
8YB,Women's Healthcare Physicians,FL,
8YE,Florida Gulf To Bay ANS,FL,
8YH,Santa Rosa Orthopedics,FL,
8YJ,Silverstein Institute,FL,
8YP,Surgical Pathology Labs,FL,
8YU,Remington Podiatry Group,CA,
8YV,Radiology Imaging Specialists,FL,
8YY,Richards Fischer Fukumoto Med,CA,
8Z1,Parkview Imaging,CA,
8Z3,San Joaquin Anesthesia,CA,
8Z5,Citrus Pathology Medical Grp,CA,
8Z6,San Joaquin Prime Care,CA,
8Z7,San Joaquin Valley Pulmonary,CA,
8Z8,Stanislaus Eye Surgery,CA,
8Z9,Claremont Eye Associates,CA,
8ZB,Prado Vision & Lasik Center,FL,
8ZC,Premier Medical Clinic,FL,
8ZD,Physicians Pain Center,FL,
8ZF,Cana Medical Group,CA,
8ZH,Pensacola Orthopdc/Sprt Medcn,FL,
8ZI,Pensacola Pulmonary Assocs,FL,
8ZL,Physical Medicine Pain Center,FL,
8ZM,Pediatric Nephrology,FL,
8ZV,San Diego Pathology Med Grp,CA,
8ZX,Pacific West Health Center,CA,
8ZY,Paradise Anesthesia Assocs,CA,
911,Pacific Primary Care,WA,
912,Pacific Rim Orthopedic Sgns,WA,
914,Shelton Family Medicine,WA,
91F,Philip Health Services,SD,
91G,Milbank Medical Center,SD,
91L,Franklin C Fetter Medical Grp,SC,
91M,Palmetto Nephrology,SC,
91P,CSRA Renal Services,SC,
91Q,Greenville Oral Surgery,SC,
91S,Central Utah Pathology,UT,
91U,Brain & Spine Neurosrgcl Inst,RI,
91V,Community Counseling Center,RI,
91W,Mill Creek Family Prac Clin,WA,
923,Family Medical Center,FL,
924,Greenwich ENT Head/Neck Sgy,CT,
929,Gregory Peterson MD & Assocs,CT,
92A,St Mary's Family Medicine,CO,
92E,Preventative Cardiology,PA,
92G,Riddle Primary Care,PA,
92J,Somerset Family Practice,PA,
92M,Bullitt County Family Practnr,KY,
92Q,Commonwealth Anesthesia,KY,
92U,Glasgow Urgent Clinic Inc,KY,
92V,Gray Morris & Mclaurin DMDS,KY,
92X,Beer Simon & Associates,AL,
92Z,Northern County Healthcare,VT,
931,Northwest Health Services,MO,
934,Centura Family Medicine,CO,
935,Colorado Permanente Med Grp,CO,
936,Women & Childrens Center,GA,
937,Arapahoe Douglas Mental Hlth,CO,
93A,Corning Area Healthcare,AR,
93C,Affiliated Foot Surgeons,CT,
93F,Surgical Associates Of Texas,TX,
93H,Central Medical Unit,CT,
93J,Surgical Associates Of Dallas,TX,
93M,Preferred Care Medical Center,CT,
93P,Surgical Associates,TX,
93Q,Surgical Associates,TX,
93S,Surgical Associates Myrtl Bch,SC,
93T,Rocky Mountain Oral/Mxllfcl Sry,CO,
93V,Pediatric Partners,CO,
946,Orthopedic Specialty Clinic,WA,
947,Advanced Eye Physicians,CT,
949,Montrose Surgical Associates,CO,
94C,Mountain View Family Medicine,CO,
94E,Blue Sky Neurology,CO,
94G,Swope Health Services,MO,
94I,Western Colorado Radiatn Onc,CO,
94M,Spokane Mental Health,WA,
94N,Shoreline Oral/Maxllfcl Sgy,CT,
94O,Station Health Pediatrics,CT,
94Q,Stay Well Pediatrics,CT,
94R,Stone & Goldenberg MDs LLP,CT,
94T,Cross Trails Medical Center,MO,
94Y,Brandywine Pediatrics,DE,
953,Charlie Y Sonido MD Inc,HI,
954,Advance Health Medical Group,CA,
956,Family Practice Clinic,GA,
957,Riverstone Medical,GA,
958,Peachtree Dermatology Assocs,GA,
95A,Podiatry Associates,CO,
95C,Auburn Urgent Care,AL,
95D,First Care,AR,
95G,West Broward Pediatrics,FL,
95H,Comprehensive Internal Medicine,GA,
95I,Rocky Mountain Pediatrics,CO,
95S,Boston Mountain Rural Health,AR,
95V,Burnett Croom Lincoln Paden,AR,
95W,Mental Health Center N Ctrl,AL,
95X,Phoenix Urological Surgeons,AZ,
965,Pasadena Dermatology,TX,
967,Pediatric Associates,OH,
968,Pediatric Eye Specialists,TX,
969,Precision Family Medicine,TX,
96C,Renal Consultants,WV,
96D,Blue Ridge Internal Medicine,WV,
96E,Central Illinois Radiological,IL,
96G,Neurology Associates Ltd,IL,
96K,Chambers Medical Group,FL,
96M,Childrens Crisis Services,FL,
96N,Beaches Healthcare,FL,
96S,American Care Inc,FL,
96T,Anona Medical Center,FL,
96U,Apalachee Center Inc,FL,
96X,Beaches Family Health Center,FL,
96Y,Forest Medical Care,TX,
972,Cascade Womens Health PC,OR,
973,Plymouth Bay Orthopedics,MA,
974,MetroWest Radiology Assocs,MA,
975,Monterey Bay Gastroenterology,CA,
976,Plastic Surgery Assocs Tulsa,OK,
977,Waco Lung Associates,TX,
979,West Houston Radiology Assocs,TX,
97E,Clarity Eye Group,CA,
97F,Adams Hanover Urology Assocs,PA,
97I,Bayou Surgical,LA,
97K,Northern Kentucky Foot Specs,KY,
97L,Anesthesia Associates,KS,
97O,Pain/Rehab Consltnts Med Grp,CA,
97P,Greenwood Orthopaedics,IN,
97Q,Parkside Family Medical Group,CA,
97R,Oral Surgery Associates,KY,
97S,Patel Pulliam/Medical Assocs,CA,
97T,Pedtrc Subspclty Faclty Prac,CA,
97U,Presidio Medical Group,CA,
97V,Family Health Associates,ID,
97X,Metropolitan Ophthlmlgy Assoc,MD,
97Y,Bay Counseling Services,MD,
97Z,Medicus Integrated Health Svs,CA,
983,Comprehensive Pain Centers,PA,
984,Circulatory Centers Of America,PA,
985,Wilmington Family Physicians,NC,
986,Community Services Group,PA,
987,Cummings Associates PC,PA,
988,Surgical Group Of Tullahoma,TN,
989,Sycamore Shoals Anthsia Assoc,TN,
98E,Woodlands Dermatology Assocs,TX,
98G,El Paso Kidney Specialists,TX,
98I,Greater Meridian Health Clin,MS,
98K,Cornerstone Psychiatry Assocs,TX,
98L,Corpus Christi Gastroenterlgy,TX,
98N,Bay Area Gastroenterology,TX,
98O,Colon & Rectal Associates Of,TX,
98P,Cardiovsclr Assocs San Antnio,TX,
98Q,Charles A Garcia & Assocs,TX,
98R,Capital Cardiothoracic Sgns,TX,
98S,Mount Jefferson Family Medcn,NC,
