Code5,Hospital Code,STATE
CXR,Coastal Communities Hospital,CA
CXS,Corona Reg Med Ctr Rehab Hosp,CA
CXT,Dell Children's Medical Center,TX
CXU,Corona Regional Medical Center,CA
CXV,Coalinga Regional Medical Ctr,CA
CXX,California Stt Prisn Hosp Crcrn,CA
CXY,Kaweah Delta Rehab Center,CA
CXZ,California Men's Colony,CA
CYB,Community Regional Medical Ctr,CA
CYC,Community Behavioral Health Ctr,CA
CYE,Cordilleras Mental Health Ctr,CA
CYF,California Pacific Med Ctr Davs,CA
CYG,Calif Pcfc Med Ctr Calif Cmps,CA
CYH,Chinese Hospital,CA
CYI,Contra Costa Reg Med Ctr,CA
CYJ,Community Medical Center,NJ
CYK,Children's Recovery Center,CA
CYL,El Camino Hospital Of Los Gatos,CA
CYN,California State Prison,CA
CYO,Conway Regional Medical Center,AR
CYP,Steward Carney Hospital,MA
CYQ,California Medical Facility,CA
CYR,Windsor Chico Creek Cr & Rehab,CA
CYS,Colusa Regional Medical Center,CA
CYT,Coquille Valley Hospital,OR
CYU,Peace Hlth Cottge Grv Comm Med,OR
CYV,Capital Medical Center,WA
CYW,Columbia Basin Hospital,WA
CYX,Cascade Medical Center,WA
CYY,Cordova Community Medical Ctr,AK
CYZ,Crossroad Medical Center,AK
CZA,Central Peninsula Hospital,AK
CZB,Integris Canadian Valley Hosp,OK
CZC,Centegra Hospital Woodstock,IL
CZD,Silver Lake Medical Center,CA
CZE,Carilion Saint Albns Bhvrl Hlth,VA
CZF,Carelink Of Jackson,MI
CZG,United Hosp Sys Knsha Med Ctr,WI
CZI,Children's Hospital Of Wiscon,WI
CZM,Cornerstone Hospital,WV
CZN,Centennial Medical Center,TX
CZO,IU Health North Hospital,IN
DA1,Dundy County Hospital,NE
DA2,Decatur County Hospital,IA
DA3,Day Kimball Healthcare Inc,CT
DA4,Denver Health Medical Center,CO
DA5,Deborah Heart & Lung Center,NJ
DA6,Divine Providence Hospital,PA
DA7,Dubois Regional Medical Ctr E,PA
DA8,Deaconess Hospital,OK
DA9,Decatur Morgan Hospital,AL
DAA,Decatur County Memorial Hosp,IN
DAB,Delaware County Memorial Hosp,PA
DAC,Dallas County Medical Center,AR
DAD,Dekalb Medical Center,GA
DAF,DCH Regional Medical Center,AL
DAG,Charleston Area Medical Ctr Mem,WV
DAH,Divine Savior Healthcare,WI
DAI,Doctors Hospital At Whte Rck Lk,TX
DAJ,Univ Mrylnd Shr Med Ctr Drchstr,MD
DAK,Dartmouth Hitchcock Medical Ctr,NH
DAL,Dale Medical Center,AL
DAM,Duke Regional Hospital,NC
DAN,Duke University Medical Center,NC
DAO,Daviess Community Hospital,IN
DAP,Davis County Hospital,IA
DAQ,Deaconess Hospital,WA
DAR,Duncan Regional Hospital,OK
DAS,Dukes Memorial Hospital,IN
DAT,Doylestown Hospital,PA
DAU,Montclair Hospital Medical Ctr,CA
DAV,Dyersburg Regional Medical Ctr,TN
DAW,PIH Health Hospital Downey,CA
DAX,Danville Regional Med Center,VA
DAY,Del Sol Medical Center,TX
DAZ,Promedica Defiance Reg Med Ctr,OH
DB1,Dayton General Hospital,WA
DB2,Avera Dells Area Hospital,SD
DB3,Delray Medical Center,FL
DB5,Doctors Hospital Tidwell,TX
DBA,Bon Secours Depaul Medical Ctr,VA
DBB,Douglas County Memorial Hosp,SD
DBC,Delnor Community Hospital,IL
DBD,Dequincy Memorial Hospital,LA
DBE,Dickinson County Memorial Hosp,MI
DBG,Spectrum Health Grand Rapids,MI
DBH,De Queen Medical Center,AR
DBI,Dorminy Medical Center,GA
DBL,Ohio Health Doctors Hospital,OH
DBM,Dodge County Hospital,GA
DBN,Daniels Memorial Healthcare Ctr,MT
DBO,Des Peres Hospital,MO
DBP,Desert Valley Hospital,CA
DBQ,Dameron Hospital Association,CA
DBR,Deckerville Community Hospital,MI
DBS,Dixie Regional Med Ctr River Rd,UT
DBT,De Witt Hospital,AR
DBU,Delta Medical Center,TN
DBV,Detar Hospital Navarro,TX
DBW,Comanche County Medical Center,TX
DBX,River Valley Medical Center,AR
DBY,Danbury Hospital,CT
DBZ,Doctors Hospital Of Laredo,TX
DCB,Deerfield Academy Health Center,MA
DCC,Dept Develpmntl Svs NE Reg Hogn,MA
DCD,Dana-Farber Cancer Institute,MA
DCE,Dr Solomon Carter Fuller Mental,MA
DCF,The Dimock Center,MA
DCG,Dartmouth College Health Svs,NH
DCH,Downstate Correctional Facility,NY
DCJ,Delaware Valley Hospital,NY
DCK,Degraff Memorial Hospital,NY
DCL,Penn Highlands DuBois,PA
DCM,Doctor's Memorial Hospital,FL
DCN,Danville State Hospital,PA
DCO,Billings Clinic Hospital,MT
DCP,Delaware Psychiatric Center,DE
DCR,Doctors Community Hospital,MD
DCS,Deer's Head Hospital Center,MD
DCT,Decatur Memorial Hospital,IL
DCU,Dominion Hospital,VA
DCV,Fort Belvoir Community Hospital,VA
DCW,Dickenson Community Hospital,VA
DCX,Davis Memorial Hospital,WV
DCZ,Wake Frst Bap Hlth Dvie Med Ctr,NC
DDB,Vidant Duplin Hospital,NC
DDC,Davis Regional Medical Center,NC
DDD,Dekalb Medical Long Term Acute,GA
DDE,Devereux GA Treatment Network,GA
DDF,Dwight Eisenhower Army Med Ctr,GA
DDG,Doctors Specialty Hospital,GA
DDI,Doctors Memorial Hospital,FL
DDJ,Devereux Florida,FL
DDK,De Poo Medical Building,FL
DDL,Doctor's Hospital,FL
DDM,Doctors Hospital Of Sarasota,FL
DDN,Desoto Memorial Hospital,FL
DDO,DCH Rehabilitation Pavilion,AL
DDP,Decatur Morgan Hospital W Camps,AL
DDQ,DW Mcmillan Memorial Hospital,AL
DDR,Decatur County General Hospital,TN
DDS,Diamond Grove Center,MS
DDT,Donalsonville Hospital,GA
DDV,Aultman Orrville Hospital,OH
DDW,The Daniel Drake Ctr Pst Act Cr,OH
DEA,Dearborn County Hospital,IN
DEB,Doctors Hospital Of Nelsonville,OH
DEC,Dupont Hospital,IN
DED,Saint Vincent Dunn Hospital,IN
DEE,Deaconess Cross Pointe,IN
DEF,Duane L Waters Health Center,MI
DEG,Dallas County Hospital,IA
DEH,Ministry Door County Med Ctr,WI
DEI,The Neighbors Of Dunn County,WI
DEJ,District One Hospital,MN
DEK,Dekalb Health,IN
DEL,Douglas County Hospital,MN
DEM,Essentia Health Deer River,MN
DEN,Deaconess Hospital,IN
DEO,Sanford Clear Lake Medical Ctr,SD
DEP,SSM Depaul Health Center,MO
DEQ,Avera De Smet Memorial Hospital,SD
DER,Dahl Memorial Health Care,MT
DET,Ozarks Community Hospital,MO
DEU,Dwight Eisenhower VA Med Ctr,KS
DEV,Decatur Health Systems,KS
DEW,Douglas County Health Center,NE
DEY,Dauterive Hospital,LA
DEZ,Dubuis Hospital,LA
DFA,Desoto Regional Health System,LA
DFC,Dubuis Hospital Of Shreveport,LA
DFD,Christus Dubuis Hospital,LA
DFE,Delta Memorial Hospital,AR
DFF,Drew Memorial Hospital,AR
DFG,Dallas VA Medical Center,TX
DFH,Dubuis Hospital At Texarkana,TX
DFI,Darnall Army Medical Center,TX
DFJ,Waco Center For Youth,TX
DFK,Depaul Center,TX
DFN,Devereux Texas Treatment,TX
DFO,Christus Dubuis Hosp Prt Arthr,TX
DFQ,Christus Dubuis Hosp Beaumnt,TX
DFR,Devereux Foundation,TX
DFS,Detar Hospital North,TX
DFU,Dimmit Regional Hospital,TX
DFV,DM Cogdell Memorial Hospital,TX
DFX,Devereux Cleo Wallace,CO
DFY,Denver VA Medical Center,CO
DFZ,Delta County Memorial Hospital,CO
DGA,Delta Community Medical Center,UT
DGB,Dixie Reg Med Ctr- 400 E Campus,UT
DGC,Desert Vista Behavioral Health,AZ
DGD,Banner Desert Medical Center,AZ
DGE,Banner Del E Webb Medical Ctr,AZ
DGG,Desert Hills Center For Youth,NM
DGH,Dr Dan C Trigg Memorial Hosp,NM
DGI,Desert Springs Hospital Med Ctr,NV
DGJ,Desert Willow Treatment Center,NV
DGK,Marina Del Rey Hospital,CA
DGM,Del Amo Behavioral Health,CA
DGN,Doctors Hospital Of West Covina,CA
DGO,Devereux California,CA
DGP,Delano Regional Medical Center,CA
DGR,David Grant USAF Med Ctr-60Th,CA
DGS,Doctors Medical Center,CA
DGT,Dominican Hospital,CA
DGU,Doctors Hospital Of Manteca,CA
DGV,Doctors Medical Center Modesto,CA
DGW,Doernbecher Children's Hospital,OR
DGY,Doctors Hospital LLC,KS
DLT,Delta Regional Medical Center,MS
DMC,Denton Regional Medical Center,TX
DMR,Detroit Receiving Hospital,MI
DPT,Nemours Alfred I Du Pont Hosp,DE
DRM,Desert Regional Medical Center,CA
DRO,Driscoll Children's Hospital,TX
DVL,Davis Hospital & Medical Center,UT
DWN,Down East Community Hospital,ME
EA1,Hansen Family Hospital,IA
EA2,Eisenhower Medical Center,CA
EA3,Ellett Memorial Hospital,MO
EA4,Ellinwood District Hospital,KS
EA5,El Campo Memorial Hospital,TX
EA6,St Lukes Elmore Medical Center,ID
EA7,East Carroll Parish Hospital,LA
EA8,Frick Hospital,PA
EA9,Estes Park Medical Center,CO
EAA,Easton Hospital,PA
EAB,East Tennessee Children's Hosp,TN
EAC,Irwin Army Community Hospital,KS
EAD,Advocate Eureka Hospital,IL
EAE,East Liverpool City Hospital,OH
EAF,UH Hsp Elyria Med Cntr,OH
EAG,Edwards County Hospital,KS
EAH,Ephraim Mcdowell Regional Hosp,KY
EAI,Ellsworth County Medical Center,KS
EAJ,Emory University Hospital,GA
EAK,Ennis Regional Medical Center,TX
EAL,University Of Virginia Med Ctr,VA
EAM,East Alabama Medical Center,AL
EAN,Randall Childrens Hospital,OR
EAO,El Centro Regional Med Ctr,CA
EAP,Elbert Memorial Hospital,GA
EAR,Eastern Idaho Reg Med Ctr,ID
EAS,Enloe Behavioral Health,CA
EAT,East Orange General Hospital,NJ
EAU,Penn Highlands Elk,PA
EAV,Eastern Maine Medical Center,ME
EAW,Erie County Medical Center,NY
EAY,East Ohio Regional Hospital,OH
EAZ,Saint Elizabeth Community Hosp,CA
EBA,El Camino Hospital,CA
EBB,Florida Hospital Zephyrhills,FL
EBC,Eastland Memorial Hospital,TX
EBE,Englewood Community Hospital,FL
EBF,Effingham Health System,GA
EBG,Edward White Hospital,FL
EBH,Baker Cty Med Svs Ed Frasr Mem,FL
EBI,Exeter Hospital,NH
EBJ,Elmhurst Memorial Hospital,IL
EBK,Exempla Lutheran Medical Center,CO
EBL,Eastern Oklahoma Medical Center,OK
EBN,Good Samaritan Hospital,OH
EBS,Emerson Hospital,MA
EBV,Eleanor Slater Hospital,RI
EBW,Emma Pendleton Bradley Hospital,RI
EBX,Eleanor Slater Hospital-Zambrno,RI
EBZ,Essex County Hospital Center,NJ
ECA,Englewood Hospital Medical Ctr,NJ
ECB,Eger Health Care Rehabilitation,NY
ECC,Eastern Long Island Hospital,NY
ECE,Ellenville Regional Hospital,NY
ECF,Eastern New York Correctional,NY
ECG,Elizabethtown Community Hosp,NY
ECH,Erie County Correctional Fac,NY
ECI,Ephrata Community Hospital,PA
ECJ,Elmira Psychiatric Center,NY
ECK,Elmira Correctional Facility,NY
ECL,Ellwood City Hospital,PA
ECM,Acadian Medical Center,LA
ECN,Temple Univ Episcopal Hospital,PA
ECO,Eagleville Hospital,PA
ECP,Eastern Shore Hospital Center,MD
ECQ,Mccready Foundation,MD
ECR,Eastern State Hospital,VA
ECS,Charleston Surgical Hospital,WV
ECT,East Cooper Medical Center,SC
ECU,Edgefield County Hospital,SC
ECV,Eastside Medical Center,GA
ECW,Emory Adventist Hospital,GA
ECY,Emanuel Medical Center,GA
ECZ,Evans Memorial Hospital,GA
EDA,East Georgia Regional Medical,GA
EDB,East Central Regional Hospital,GA
EDC,East Central Regional Hospital,GA
EDD,Eastside Psychiatric Hospital,FL
EDF,Eliza Coffee Memorial Hospital,AL
EDH,Elmore Community Hospital,AL
EDJ,Evergreen Medical Center,AL
EDK,Southern Tennessee Reg Hlthcr,TN
EDL,Erlanger Health System,TN
EDN,Erlanger North Hospital,TN
EDO,Erlanger East Campus,TN
EDP,East Mississippi State Hospital,MS
EDQ,Pioneer Community Hospital Erly,GA
EDR,Eastern State Hospital,KY
EDS,Endless Mountains Health System,PA
EDT,Euclid Hospital,OH
EDV,Evansville State Hospital,IN
EDW,Edward Hospital,IL
EDX,Eaton Rapids Medical Center,MI
EDY,Promedica Bixby Hospital,MI
EDZ,Elmbrook Memorial Hospital,WI
EEA,Eagle River Memorial Hospital,WI
EEB,Ely-Bloomenson Community Hosp,MN
EED,Eureka Community Health Service,SD
EEE,Elgin Mental Health Center,IL
EEF,Edward Hines Jr Veterans Hosp,IL
EEG,Excelsior Springs Hospital,MO
EEI,Memorial Specialty Hospital,LA
EEJ,Eastern Louisiana Mntl Hlth Sys,LA
EEL,Eureka Springs Hospital,AR
EEM,AMG Specialty Hosp Of Edmond,OK
EEN,OU Medical Center Edmond,OK
EEO,Elkview General Hospital,OK
EEP,East Texas Medical Center,TX
EEQ,East Texas Medical Center Carth,TX
EER,East Texas Medical Ctr Pittsbrg,TX
EES,East Texas Med Ctr Specialty Ho,TX
EET,East Texas Medical Center Rehab,TX
EEU,East Texas Behavioral Hlth Ctr,TX
EEV,East Texas Medical Center Tyler,TX
EEW,East Texas Medical Center Athen,TX
EEX,East Texas Medical Center,TX
EEY,East Texas Medical Center,TX
EEZ,East Texas Medical Center Crckt,TX
EFA,East Texas Medical Ctr-Fairfld,TX
EFB,East Texas Medical Ctr Trnty,TX
EFC,Electra Memorial Hospital,TX
EFD,East Houston Regional Med Ctr,TX
EFE,Edinburg Childrens Hospital,TX
EFF,El Paso Specialty Hospital,TX
EFG,El Paso Psychiatric Center,TX
EFH,Good Samaritan Medical Center,CO
EFI,West Pines Behavioral Health,CO
EFJ,Evans Army Community Hospital,CO
EFK,Evanston Regional Hospital,WY
EFL,Presbyterian Espanola Hospital,NM
EFM,East Los Angeles Doctors Hosp,CA
EFN,Providence Tarzana Med Ctr,CA
EFO,Encino Hospital Medical Center,CA
EFP,East Valley Hospital Med Ctr,CA
EFQ,Emanuel Medical Center,CA
EFR,El Dorado Cty Psych Hlth Fac,CA
EFS,Enloe Medical Center,CA
EFT,Enloe Rehabilitation Center,CA
EFV,Eastern Plumas Health Care,CA
EFX,St Elizabeth Hospital,WA
EFY,Eastern State Hospital,WA
EFZ,East Adams Rural Hospital,WA
EGH,Evergreen Health,WA
EJF,East Jefferson General Hospital,LA
EKG,Elkhart General Hospital,IN
ELH,Elliot Hospital,NH
ELK,Einstein Medical Center Elkins,PA
ELL,Ellis Hospital,NY
ELM,Elmhurst Hospital Center,NY
ENM,Eastern New Mexico Medical Ctr,NM
EP1,El Paso Children's Hospital,TX
ERL,Erlanger Bledsoe,TN
ETM,East Texas Medical Ctr Clrksvll,TX
EVC,Evangelical Community Hospital,PA
EVH,Northshr Univ Hlth Sys Evanstn,IL
EXX,Eden Medical Center,CA
FA1,Faxton St Lukes Hospital,NY
FA2,Franklin County Memorial Hosp,NE
FA3,Fleming County Hospital,KY
FA4,Fayette Regional Health System,IN
FA5,Forbes Hospital,PA
FA6,Univ Minnsta Amplatz Med Ctr,MN
FA7,Inova Fair Oaks Hospital,VA
FA8,Fairview Regional Medical Ctr,OK
FA9,A O Fox Memorial Hospital,NY
FAA,University IL Hosp Hlth/Sci Ctr,IL
FAB,Forrest General Hospital,MS
FAD,Fairview Lakes Medical Center,MN
FAE,Fort Memorial Hospital,WI
FAF,Fort Duncan Regional Med Ctr,TX
FAG,Fairmont General Hospital,WV
FAH,FAH-Fanny Allen Campus,VT
FAI,Fairbanks Memorial Hospital,AK
FAJ,Four Winds Hospital,NY
FAK,Fort Hamilton Hospital,OH
FAM,Falmouth Hospital,MA
FAN,Our Lady Of Fatima Hospital,RI
FAO,Faith Regional Health Services,NE
FAP,Field Memorial Community Hosp,MS
FAQ,Fauquier Hospital,VA
FAR,Flowers Hospital,AL
FAS,Sarah Bush Lincln Hlth Ctr,IL
FAT,Firelands Regional Medical Ctr,OH
FAU,Floyd Valley Hospital,IA
FAV,Clovis Community Medical Center,CA
FAW,Fairview Hospital,OH
FAX,Fulton County Medical Center,PA
FAY,FHN Memorial Hospital,IL
FAZ,Fairfield Memorial Hospital,SC
FBA,Le Conte Medical Center,TN
FBB,Faith Community Hospital,TX
FBC,Falls Community Hosp & Clin,TX
FBD,Fort Washington Medical Center,MD
FBF,Franklin Hospital,NY
FBG,Bear Valley Community Healthcr,CA
FBH,Feather River Hospital,CA
FBI,Mayo Clinic Health System Rdwng,MN
FBJ,Valleycare Northside Med Ctr,OH
FBK,Flint River Hospital,GA
FBL,Flagstaff Medical Center,AZ
FBM,Fort Sanders Regional Med Ctr,TN
FBN,Allegiance Health,MI
FBO,Fremont Hospital,CA
FBP,Frye Regional Medical Center,NC
FBQ,Franklin Hospital,IL
FBR,Flagler Hospital,FL
FBS,Floyd County Medical Center,IA
FBT,Franklin County Medical Center,ID
FBU,Fitzgibbon Hospital,MO
FBV,The Finley Hospital,IA
FBW,Fayette County Hosp/Lng Trm Cr,IL
FBX,Floyd Memorial Hosp & Hlth Svs,IN
FBY,Fort Madison Community Hospital,IA
FBZ,Mayo Clinic Health System Frmnt,MN
FCA,Fairview Hospital,MA
FCB,Baystate Franklin Medical Ctr,MA
FCC,Farren Care Center,MA
FCD,Fairlawn Rehabilitation Hosp,MA
FCG,Frisbie Memorial Hospital,NH
FCI,Fletcher Allen Health Care,VT
FCJ,Federal Corrections Inst Fairtn,NJ
FCK,VA Hudson Valley Montrose,NY
FCL,Federal Correctional Inst,NY
FCM,Flushing Hospital Medical Ctr,NY
FCN,Forest Hills Hospital,NY
FCO,Fishkill Correctional Facility,NY
FCP,Four Winds Saratoga,NY
FCQ,Franklin Correctional Facility,NY
FCR,Federal Correctional Ins,NY
FCS,Faxton Hospital,NY
FCT,Federal Correctional Inst,PA
FCV,Federal Correctional Institute,PA
FCW,First Hospital,PA
FCX,Foundation Behavioral Health,PA
FCY,Fox Chase Cancer Center,PA
FCZ,Aria Health Torresdale Campus,PA
FDA,Friends Hospital,PA
FDB,Aria Health Frankford Campus,PA
FDC,Fairmount Behavioral Health Sys,PA
FDF,Fellowship Hall Hospital,NC
FDG,Bureau Of Prisons Fedrl Med Ctr,NC
FDH,Novant Health Franklin Med Ctr,NC
FDI,First Health Richmond Memorial,NC
FDJ,Frye Regional Medical Ctr South,NC
FDL,Floyd Behavioral Health Center,GA
FDM,Floyd Medical Center,GA
FDN,Piedmont Fayette Hospital,GA
FDO,Fannin Regional Hospital,GA
FDP,Fairview Park Hospital,GA
FDQ,Saint Simons By The Sea,GA
FDR,Flagler Psychiatric Center,FL
FDT,Florida Hosp Mem Med Ctr,FL
FDU,Florida State Hospital,FL
FDV,Fort Walton Beach Medical Ctr,FL
FDW,Florida Hospital Altamonte,FL
FDX,Florida Hospital Apopka,FL
FDY,Florida Hospital Deland,FL
FDZ,Florida Hospital Waterman,FL
FEA,Florida Hospital Fish Memorial,FL
FEB,Florida Hospital Orlando,FL
FEC,Florida Hospital East Orlando,FL
FED,Fishermen's Community Hospital,FL
FEE,Fort Lauderdale Hospital,FL
FEF,Florida Medical Ctr Camps N Shr,FL
FEG,Fair Oaks Pavilion,FL
FEH,Florida Center For Addictions,FL
FEI,Florida Hospital Lake Placid,FL
FEJ,Florida Hospital Heartland,FL
FEK,Florida Hospital Wauchula,FL
FEL,Fawcett Memorial Hospital,FL
FEM,Florida Hospital Kissimmee,FL
FEN,Florida Hospital Celebration,FL
FEO,Fayette Medical Center,AL
FES,Fort Loudon Medical Center,TN
FET,Franklin County Memorial Hosp,MS
FEU,Frazier Rehabilitation Inst,KY
FEV,Fort Logan Hospital,KY
FEW,Federal Medical Center,KY
FEX,Frankfort Regional Medical Ctr,KY
FEZ,Fayette County Memorial Hosp,OH
FFA,Arrowhead Behavioral Health,OH
FFB,Promedica Flower Hospital,OH
FFC,Fulton County Health Center,OH
FFD,Fox Run Hospital,OH
FFE,Promedica Fostoria Comm Hosp,OH
FFF,Fisher Titus Medical Center,OH
FFH,Foundation For Living,OH
FFI,Fairbanks Hospital,IN
FFJ,Four-County Counseling Center,IN
FFL,Forest Health Services,MI
FFM,Fieldstone Center,MI
FFN,Forest View Hospital,MI
FFO,Flambeau Hospital,WI
FFP,Mayo Clinic Health Sys Francscn,WI
FFR,Mayo Clin Hlth Sys Frncscn Hlth,WI
FFS,Fond Du Lac Acute Psych Hosp,WI
FFT,Fairview Recovery Services,MN
FFV,Fairview Ridges Hospital,MN
FFW,Fairview Northland Medical Ctr,MN
FFX,Fairview Southdale Hospital,MN
FFY,Univ MN Med Ctr Frvw E Bnk,MN
FFZ,Fairview Range Medical Center,MN
FGA,Federal Medical Center,MN
FGC,Essentia Health,MN
FGD,Rainy Lake Medical Center Hosp,MN
FGE,Avera Flandreau Hospital,SD
FGF,Freeman Medical Center,SD
FGG,Faulkton Area Medical Center,SD
FGI,Fall River Health Services,SD
FGJ,First Care Health Center,ND
FGK,Frances Mahon Deaconess Hosp,MT
FGL,Fallon Medical Complex,MT
FGM,Fort Belknap Health Center,MT
FGN,Fort Harrison VA Medical Center,MT
FGO,Fairfield Memorial Hospital,IL
FGP,Ferrell Hospital,IL
FGQ,Freeman Health Systems,MO
FGR,Freeman Neosho Hospital,MO
FGS,Fulton State Hospital,MO
FGT,Fredonia Regional Hospital,KS
FGU,Fremont Health,NE
FGV,Fillmore County Hospital,NE
FGW,Franklin Medical Center,LA
FGX,Fulton County Hospital,AR
FHA,Fairfax Community Hospital,OK
FHB,Baptist Hospital Behavior Hlth,TX
FHC,Frio Regional Hospital,TX
FHE,Fisher County Hospital,TX
FHG,Family Health West,CO
FHH,IM Hlthcr Flmr Comm Med Ctr,UT
FHJ,Tsehootsooi Medical Center,AZ
FHK,Fort Bayard Medical Center,NM
FHL,Federal Correctional Institutn,CA
FHM,Foothill Presbyterian Hospital,CA
FHN,Fallbrook Hospital,CA
FHO,Fairview Developmental Center,CA
FHP,French Hospital Medical Center,CA
FHR,Fresno Surgical Hospital,CA
FHS,Fairmont Hospital,CA
FHT,Fremont Medical Center,CA
FHU,Fairchild Medical Center,CA
FHV,Fairfax Behavioral Health,WA
FHW,Forks Community Hospital,WA
FHX,Ferry County Memorial Hospital,WA
FHY,Baylor Medical Center At Frisco,TX
FHZ,Fresno Heart & Surgical Hosp,CA
FKH,Aria Health Bucks County Campus,PA
FKN,Franklin Regional Hospital,NH
FLO,Florida Hospital Flagler,FL
FMC,Fairfield Medical Center,OH
FMO,Frederick Memorial Hospital,MD
FNH,Brigham & Women's Faulkner Hosp,MA
FNK,Franklin Foundation Hospital,LA
FRA,Franklin General Hospital,IA
FRC,Franciscan Hospital For Childrn,MA
FRD,Froedtert Lutheran Hospital,WI
FRE,Freeman Health System East Cmps,MO
FRH,Frank Howard Memorial Hospital,CA
FRK,Franklin Memorial Hospital,ME
FRN,Medstar Franklin Square Med Ctr,MD
FSM,Novant Health Forsyth Med Ctr,NC
FTV,Fountain Vally Reg Hosp/Med Ctr,CA
GA1,Gaylord Specialty Healthcare,CT
GA2,Galion Community Hospital,OH
GA3,Gilmore Memorial Reg Med Ctr,MS
GA5,Memorial Hospital At Gulfport,MS
GA6,Garfield Medical Center,CA
GA7,Glendale Mem Hosp & Hlth Ctr,CA
GA8,Genoa Medical Facility,NE
GA9,Gothenburg Memorial Hospital,NE
GAA,Great Plains Regional Med Ctr,NE
GAB,Gordon Hospital,GA
GAC,Goodland Regional Medical Ctr,KS
GAD,Adena Greenfield Medical Center,OH
GAE,Grande Ronde Hospital,OR
GAF,Memorial Hospital Of Gardena,CA
GAH,Gwinnett Medical Center,GA
GAI,Good Samaritan Hospital,OH
GAJ,Graham County Hospital,KS
GAK,Greenwich Hospital,CT
GAL,Grandview Medical Center,OH
GAM,Glendale Adventist Medical Ctr,CA
GAN,Blueridge Healthcare Grace Hosp,NC
GAO,Grand Itasca Clinic & Hospital,MN
GAP,Coulee Medical Center,WA
GAQ,Golden Plains Community Hosp,TX
GAR,Gateways Hospital & Mental Hlth,CA
GAS,Caromont Health Reg Med Ctr,NC
GAT,Grady Memorial Hospital,GA
GAU,Gibson Area Hospital/Hlth Svs,IL
GAV,Galesburg Cottage Hospital,IL
GAW,Southwest Regional Medical Ctr,PA
GAX,Grace Cottage Hospital,VT
GAZ,George Washington Univ Hosp,DC
GB2,Wellspan Health Gettysburg Hosp,PA
GB3,Garden City Hospital,MI
GB4,Great River Medical Center,IA
GB5,Gateway Medical Center,TN
GB7,Golden Valley Memorial Hospital,MO
GB8,George Regional Health System,MS
GB9,Good Samaritan Reg Med Ctr,NY
GBA,Greene County Medical Center,IA
GBB,Greater Regional Medical Center,IA
GBC,Good Shepherd Medical Center,OR
GBD,Georgia Regional Hospital Atlnt,GA
GBE,Gouverneur Hospital,NY
GBF,Grand View Hospital,PA
GBG,Glenbrook Hospital,IL
GBH,North Texas Medical Center,TX
GBJ,Grant Memorial Hospital,WV
GBK,Glens Falls Hospital,NY
GBL,Gadsden Regional Medical Center,AL
GBM,Greater Baltimore Medical Ctr,MD
GBN,Good Shepherd Specialty Hosp,PA
GBO,Parkridge West Hospital,TN
GBP,Glenbeigh,OH
GBQ,Aspirus Grand View Hospital,MI
GBR,Good Samaritan Hospital,IN
GBS,Graham Regional Medical Center,TX
GBU,Grisell Memorial Hospital,KS
GBV,Glenn Medical Center,CA
GBW,Greene County Hosp & Nursing Hm,AL
GBX,Grady Memorial Hospital,OH
