Code7,Affiliation Code,STATE
DEG,The Dimock Center,MA
DEH,Deaconess Hospital,OK
DEI,Dartmouth College Health Svs,NH
DEJ,Downstate Correctional Facility,NY
DEL,Penn Highlands DuBois,PA
DEM,Danville State Hospital,PA
DEN,Delaware Psychiatric Center,DE
DEP,SSM Depaul Health Center,MO
DEQ,Deer's Head Hospital Center,MD
DER,Dominion Hospital,VA
DES,Desert Springs Hospital Med Ctr,NV
DET,Fort Belvoir Community Hospital,VA
DEV,Devereux GA Treatment Network,GA
DEW,Dwight Eisenhower Army Med Ctr,GA
DEX,Doctors Hospital Augusta,GA
DEZ,Doctors Memorial Hospital,FL
DFA,De Poo Medical Building,FL
DFB,Doctors Hospital Of Sarasota,FL
DFC,DCH Rehabilitation Pavilion,AL
DFD,Decatur Morgan Hospital W Camps,AL
DFE,Diamond Grove Center,MS
DFG,The Daniel Drake Ctr Pst Act Cr,OH
DFH,Marina Del Rey Hospital,CA
DFJ,Doctors Hospital Of Nelsonville,OH
DFK,Deaconess Cross Pointe,IN
DFL,The Neighbors Of Dunn County,WI
DFM,Avera Dells Area Hospital,SD
DFN,Daniels Memorial Healthcare Ctr,MT
DFO,Dahl Memorial Health Care,MT
DFP,Dwight Eisenhower VA Med Ctr,KS
DFS,Dubuis Hospital,LA
DFU,Dubuis Hospital Of Shreveport,LA
DFV,Christus Dubuis Hospital,LA
DFW,Dallas VA Medical Center,TX
DFX,Dubuis Hospital At Texarkana,TX
DFY,Darnall Army Medical Center,TX
DFZ,Waco Center For Youth,TX
DGA,Depaul Center,TX
DGC,Doctors Hospital Tidwell,TX
DGD,Devereux Texas Treatment,TX
DGE,Christus Dubuis Hosp Prt Arthr,TX
DGG,Devereux Foundation,TX
DGH,Decatur Morgan Hospital,AL
DGI,Detar Hospital North,TX
DGK,Devereux Cleo Wallace,CO
DGL,Denver VA Medical Center,CO
DGM,Dixie Reg Med Ctr- 400 E Campus,UT
DGN,Desert Vista Behavioral Health,AZ
DGP,Univ Mrylnd Shr Med Ctr Drchstr,MD
DGQ,Desert Willow Treatment Center,NV
DGR,Doctors Hospital Of West Covina,CA
DGS,Devereux California,CA
DGU,David Grant USAF Med Ctr-60Th,CA
DGV,Doctors Medical Center Modesto,CA
DGW,Doctors Hospital LLC,KS
DHO,Des Peres Hospital,MO
DHS,Viera Hospital,FL
DHT,Select Specialty Hospital,FL
DHV,Kindred Hospital Palm Beaches,FL
DHW,Baylor Med Cntr Trophy Club,TX
DHX,Holzer Medical Center Jackson,OH
DHY,Progress West Hospital,MO
DHZ,Summit Medical Center,OK
DIA,Noland Hospital,AL
DIB,Saint Marks Medical Center,TX
DIC,South Hampton Community Hosp,TX
DID,West Chester Hospital,OH
DIF,Santa Paula Hospital,CA
DIG,Children's Medical Center Legcy,TX
DIH,Ozarks Community Hospital,AR
DII,Clyde E Lassen State Vetrn Nrsg,FL
DIJ,University General Hospital,TX
DIL,Thompson Peak Hospital,AZ
DIM,I-70 Community Hospital,MO
DIN,Bailey Medical Center,OK
DIP,Seton Medical Center Hays,TX
DIQ,Sycamore Medical Center,OH
DIR,Pikes Peak Regional Hospital,CO
DIS,Texas Hlth Prsbytrn Hosp Rckwll,TX
DIT,Saint Rose Domincn Hosp Sn Mrtn,NV
DIU,Memorial Hospital In Part UCH,CO
DIV,Divine Providence Hospital,PA
DIW,St Elizabeth Brdmn Hlth Ctr,OH
DIX,Dixie Regional Med Ctr River Rd,UT
DIZ,Deaconess Gateway Hospital,IN
DJB,Patewood Memorial Hospital,SC
DJD,Women & Babies Hospital,PA
DJE,Wheaton Franciscn Hlthcr Frnkln,WI
DJF,Aurora Medical Center Grafton,WI
DJH,Cypress Pointe Hospital East,LA
DJI,Monroe Hospital,IN
DJJ,Indiana University Health West,IN
DJK,Saint John Owasso Inc,OK
DJL,Indiana Univ Hlth Arntt Hosp,IN
DJN,North Miss Med Ctr-Womns Hosp,MS
DJO,Parkview Regional Med Cnt,IN
DJP,Harrison Medical Center,WA
DJQ,East Texas Medical Center Gilmr,TX
DJR,Kentuckiana Medical Center,IN
DJS,Desert View Hospital,NV
DJT,Baton Rouge Gen Medical Center,LA
DJU,Great Bend Regional Hospital,KS
DJV,Wise Regional Hlth Sys Brdgprt,TX
DJY,Mercy Walworth Hospital,WI
DJZ,Boulder Community Foothills Hos,CO
DKA,Dublin Methodist Hospital,OH
DKB,Pagosa Springs Medical Center,CO
DKC,Charlie Norwood VA Med Ctr,GA
DKD,Hillcrest Baptist Herring Camps,TX
DKG,Hemet Vally Rcvry Ctr/Sge Retrt,CA
DKH,Dekalb Health,IN
DKK,Kindred Hospital Flamingo Road,NV
DKO,Maple Grove Hospital,MN
DKP,Kindred Hospital Cleveland,OH
DKQ,Regency Hospital Cleveland West,OH
DKS,Christus Santa Rsa Hosp Wstovr,TX
DKU,North Knoxville Medical Center,TN
DKV,Capital Health Med Ctr-Hopewell,NJ
DLN,Delnor Community Hospital,IL
DMC,Dekalb Medical Long Term Acute,GA
DMH,Davis Memorial Hospital,WV
DNH,Dameron Hospital Association,CA
DNR,Denton Regional Medical Center,TX
DOD,Dodge County Hospital,GA
DOG,Douglas County Hospital,MN
DOM,Dominican Hospital,CA
DPH,Dupont Hospital,IN
DRD,DCH Regional Medical Center,AL
DRM,Promedica Defiance Reg Med Ctr,OH
DSH,Deaconess Hospital,IN
DSR,Desoto Regional Health System,LA
DTH,Detar Hospital Navarro,TX
DTM,Detroit Receiving Hospital,MI
DVS,Davis Hospital & Medical Center,UT
DWH,Banner Del E Webb Medical Ctr,AZ
DWR,PIH Health Hospital Downey,CA
DXT,Southeast Health Ctr Stddrd Cty,MO
DYE,Dyersburg Regional Medical Ctr,TN
EA1,Mccready Foundation,MD
EA2,Eastern Idaho Reg Med Ctr,ID
EA3,Edgefield County Hospital,SC
EA4,Euclid Hospital,OH
EA5,Englewood Community Hospital,FL
EA8,Essex County Hospital Center,NJ
EA9,St Lukes Elmore Medical Center,ID
EAA,Edward White Hospital,FL
EAB,Ephraim Mcdowell Regional Hosp,KY
EAD,Evangelical Community Hospital,PA
EAE,Ellis Hospital,NY
EAF,Edward Hines Jr Veterans Hosp,IL
EAG,Erie County Medical Center,NY
EAI,Easton Hospital,PA
EAJ,Eastside Medical Center,GA
EAK,East Morgan County Hospital,CO
EAL,Eaton Rapids Medical Center,MI
EAM,Emanuel Medical Center,CA
EAO,Ellwood City Hospital,PA
EAQ,East Georgia Regional Medical,GA
EAS,Eastern New Mexico Medical Ctr,NM
EAT,Alegent Creightn Hlth Immnl Med,NE
EAU,Florida Hospital Zephyrhills,FL
EAV,Evergreen Health,WA
EAW,East Alabama Medical Center,AL
EAX,East Valley Hospital Med Ctr,CA
EAY,Eastern Shore Hospital Center,MD
EAZ,Enloe Medical Center,CA
EB1,Effingham Health System,GA
EB2,East Los Angeles Doctors Hosp,CA
EB4,Eleanor Slater Hospital,RI
EB5,Evans Memorial Hospital,GA
EB6,Presbyterian Espanola Hospital,NM
EB9,Elizabethtown Community Hosp,NY
EBA,Providence Tarzana Med Ctr,CA
EBB,Evanston Regional Hospital,WY
EBC,Advocate Eureka Hospital,IL
EBF,Elmore Community Hospital,AL
EBG,Eastland Memorial Hospital,TX
EBI,Estes Park Medical Center,CO
EBK,Pioneer Community Hospital Erly,GA
EBL,Addison Gilbert Hospital,MA
EBM,Evergreen Medical Center,AL
EBN,St Elizabeth Hospital,WA
EBO,East Cooper Medical Center,SC
EBR,Palo Alto County Health System,IA
EBS,Ely-Bloomenson Community Hosp,MN
EBW,East Carroll Parish Hospital,LA
EBX,Excelsior Springs Hospital,MO
EBZ,Erlanger Bledsoe,TN
EC1,Southern Tennessee Reg Hlthcr,TN
EC2,Eastern State Hospital,WA
EC3,Edinburg Childrens Hospital,TX
EC4,Electra Memorial Hospital,TX
EC7,Providence Reg Med Ctr Evrtt,WA
EC9,UH Hsp Elyria Med Cntr,OH
ECA,Akron General Edwin Shaw Rehab,OH
ECC,El Campo Memorial Hospital,TX
ECD,Penn Highlands Elk,PA
ECF,East Orange General Hospital,NJ
ECG,Ennis Regional Medical Center,TX
ECH,East Mississippi State Hospital,MS
ECI,Emory Adventist Hospital,GA
ECK,Eureka Springs Hospital,AR
ECM,Eliza Coffee Memorial Hospital,AL
ECN,East Adams Rural Hospital,WA
ECO,Elkview General Hospital,OK
ECP,Elbert Memorial Hospital,GA
ECQ,Emma Pendleton Bradley Hospital,RI
ECR,Ellenville Regional Hospital,NY
ECS,Eastern State Hospital,KY
ECT,Emanuel Medical Center,GA
ECU,Eagle River Memorial Hospital,WI
ECV,Hansen Family Hospital,IA
ECW,Ellett Memorial Hospital,MO
ECX,Edwards County Hospital,KS
ECZ,Ellsworth County Medical Center,KS
EDB,Cartersville Medical Center,GA
EDE,Eden Medical Center,CA
EDG,Eleanor Slater Hospital-Zambrno,RI
EDH,OU Medical Center Edmond,OK
EDJ,Eger Health Care Rehabilitation,NY
EDL,Eastern New York Correctional,NY
EDM,Gouverneur Hospital,NY
EDN,Erie County Correctional Fac,NY
EDO,Elmira Psychiatric Center,NY
EDP,Elmira Correctional Facility,NY
EDQ,Endless Mountains Health System,PA
EDR,Temple Univ Episcopal Hospital,PA
EDS,Eagleville Hospital,PA
EDT,Eastern State Hospital,VA
EDU,Charleston Surgical Hospital,WV
EDV,East Central Regional Hospital,GA
EDW,East Central Regional Hospital,GA
EDX,Baker Cty Med Svs Ed Frasr Mem,FL
EDY,Eastside Psychiatric Hospital,FL
EEB,Erlanger Health System,TN
EEC,Erlanger East Campus,TN
EEE,Evansville State Hospital,IN
EEG,Eureka Community Health Service,SD
EEH,Elgin Mental Health Center,IL
EEJ,Memorial Specialty Hospital,LA
EEK,Eastern Louisiana Mntl Hlth Sys,LA
EEL,AMG Specialty Hosp Of Edmond,OK
EEM,East Texas Medical Center,TX
EEN,East Texas Medical Center Carth,TX
EEO,East Texas Medical Ctr Pittsbrg,TX
EEP,East Texas Med Ctr Specialty Ho,TX
EEQ,East Texas Medical Center Rehab,TX
EER,East Texas Behavioral Hlth Ctr,TX
EES,East Texas Medical Center Tyler,TX
EET,East Texas Medical Center Athen,TX
EEU,East Texas Medical Center,TX
EEV,East Texas Medical Center,TX
EEW,East Texas Medical Center Crckt,TX
EEX,East Texas Medical Ctr-Fairfld,TX
EEY,East Texas Medical Ctr Trnty,TX
EEZ,El Paso Specialty Hospital,TX
EFA,El Paso Psychiatric Center,TX
EFB,Good Samaritan Medical Center,CO
EFC,West Pines Behavioral Health,CO
EFD,Evans Army Community Hospital,CO
EFE,Encino Hospital Medical Center,CA
EFF,El Dorado Cty Psych Hlth Fac,CA
EFG,Enloe Behavioral Health,CA
EFH,Enloe Rehabilitation Center,CA
EFJ,Eastern Plumas Health Care,CA
EGL,Englewood Hospital Medical Ctr,NJ
EHR,East Houston Regional Med Ctr,TX
EJH,East Jefferson General Hospital,LA
ELC,East Liverpool City Hospital,OH
ELH,El Camino Hospital,CA
ELI,Eastern Long Island Hospital,NY
ELK,Einstein Medical Center Elkins,PA
ELL,Elmhurst Memorial Hospital,IL
ELM,Elmbrook Memorial Hospital,WI
ELN,Erlanger North Hospital,TN
ELR,Elkhart General Hospital,IN
ELT,Elliot Hospital,NH
ELW,Elmhurst Hospital Center,NY
EMC,Eisenhower Medical Center,CA
EME,Emerson Hospital,MA
EMM,Children's Hlthcr Atlnta Eglstn,GA
EMY,Emory University Hospital,GA
ENS,Acadian Medical Center,LA
EOM,Eastern Oklahoma Medical Center,OK
EP1,El Paso Children's Hospital,TX
EPH,Ephrata Community Hospital,PA
ESI,Eastern Maine Medical Center,ME
EST,East Ohio Regional Hospital,OH
ETC,East Tennessee Children's Hosp,TN
ETR,El Centro Regional Med Ctr,CA
EUH,Edward Hospital,IL
EVN,Northshr Univ Hlth Sys Evanstn,IL
EXM,East Texas Medical Ctr Clrksvll,TX
EXT,Exeter Hospital,NH
FA3,FHN Memorial Hospital,IL
FA4,Fort Logan Hospital,KY
FA5,Fairbanks Memorial Hospital,AK
FA7,Fisher Titus Medical Center,OH
FA8,Frick Hospital,PA
FA9,Flagler Hospital,FL
FAA,Faith Regional Health Svs-E,NE
FAB,Fulton County Hospital,AR
FAC,Baystate Franklin Medical Ctr,MA
FAD,Piedmont Fayette Hospital,GA
FAF,Carilion Franklin Mem Hosp,VA
FAG,Novant Health Franklin Med Ctr,NC
FAH,Univ Minnsta Amplatz Med Ctr,MN
FAJ,Forrest General Hospital,MS
FAK,Ferrell Hospital,IL
FAL,Falmouth Hospital,MA
FAM,Frisbie Memorial Hospital,NH
FAN,Fulton County Medical Center,PA
FAO,A O Fox Memorial Hospital,NY
FAP,Floyd Memorial Hosp & Hlth Svs,IN
FAQ,Fishermen's Community Hospital,FL
FAR,Fort Duncan Regional Med Ctr,TX
FAS,Flowers Hospital,AL
FAT,Fredonia Regional Hospital,KS
FAV,Feather River Hospital,CA
FAW,Flagstaff Medical Center,AZ
FAX,Allegiance Health,MI
FAY,Faxton St Lukes Hospital,NY
FAZ,Fort Sanders Regional Med Ctr,TN
FB1,Essentia Health,MN
FB2,Franklin County Medical Center,ID
FB6,Fairfax Behavioral Health,WA
FB8,Fairview Hospital,MA
FB9,Fort Washington Medical Center,MD
FBA,Florida Hospital Orlando,FL
FBB,Fallbrook Hospital,CA
FBC,Fauquier Hospital,VA
FBG,Promedica Flower Hospital,OH
FBH,Fremont Medical Center,CA
FBI,Frio Regional Hospital,TX
FBK,Fairmont General Hospital,WV
FBM,Fulton County Health Center,OH
FBN,Rainy Lake Medical Center Hosp,MN
FBO,French Hospital Medical Center,CA
FBQ,Frye Regional Medical Center,NC
FBR,Fairfield Memorial Hospital,IL
FBS,Frankfort Regional Medical Ctr,KY
FBT,Flaget Memorial Hospital,KY
FBU,Freeman Health Systems,MO
FBW,First Hospital,PA
FBX,Fremont Health,NE
FBY,Fayette County Hosp/Lng Trm Cr,IL
FC1,Franciscan Hospital For Childrn,MA
FC3,Fayette Medical Center,AL
FC4,Friends Hospital,PA
FC5,Florida Medical Ctr Camps N Shr,FL
FC7,Floyd County Medical Center,IA
FC8,Fisher County Hospital,TX
FC9,Fort Madison Community Hospital,IA
FCB,Fairfield Memorial Hospital,SC
FCC,Mayo Clinic Health System Frmnt,MN
FCD,Fairmont Hospital,CA
FCE,Mayo Clinic Health System Rdwng,MN
FCF,Fairview Ridges Hospital,MN
FCI,Fayette Regional Health System,IN
FCJ,Fayetteville VA Medical Center,NC
FCK,IM Hlthcr Flmr Comm Med Ctr,UT
FCL,Fitzgibbon Hospital,MO
FCN,Avera Flandreau Hospital,SD
FCO,Flint River Hospital,GA
FCP,Fayette County Memorial Hosp,OH
FCR,Fairview Northland Medical Ctr,MN
FCS,Promedica Fostoria Comm Hosp,OH
FCT,Fairview Lakes Medical Center,MN
FCV,Frank Howard Memorial Hospital,CA
FCW,Mercy Hospital Jefferson,MO
FCY,Franklin Regional Hospital,NH
FD1,Faulkton Area Medical Center,SD
FD2,Fillmore County Hospital,NE
FD3,Franklin County Memorial Hosp,NE
FD4,Franklin Medical Center,LA
FD6,Faith Community Hospital,TX
FD7,Falls Community Hosp & Clin,TX
FD8,Fairchild Medical Center,CA
FDB,Fort Bayard Medical Center,NM
FDC,Four Winds Hospital,NY
FDD,Frances Mahon Deaconess Hosp,MT
FDF,Ferry County Memorial Hospital,WA
FDG,Forks Community Hospital,WA
FDH,Floyd Medical Center,GA
FDI,Freeman Medical Center,SD
FDJ,Community Regional Medical Ctr,CA
FDK,Fannin Regional Hospital,GA
FDL,Field Memorial Community Hosp,MS
FDM,Franklin County Memorial Hosp,MS
FDN,Federal Medical Center,KY
FDO,Fleming County Hospital,KY
FDP,Fox Run Hospital,OH
FDQ,Forest Health Services,MI
FDR,Fort Lauderdale Hospital,FL
FDS,Franklin Hospital,IL
FDT,Flambeau Hospital,WI
FDU,Floyd Valley Hospital,IA
FDV,Franklin General Hospital,IA
FDW,Fulton State Hospital,MO
FDX,Fairfax Community Hospital,OK
FDY,Fairview Regional Medical Ctr,OK
FDZ,Fall River Health Services,SD
FEB,Florida Hospital Apopka,FL
FEC,Florida State Hospital,FL
FED,Florida Hosp Mem Med Ctr,FL
FEE,Florida Hospital Deland,FL
FEF,Florida Hospital Fish Memorial,FL
FEH,The Finley Hospital,IA
FEJ,Fort Memorial Hospital,WI
FEK,Florida Hospital Waterman,FL
FEM,FAH-Fanny Allen Campus,VT
FEN,Froedtert Lutheran Hospital,WI
FEP,Saint Joseph's Womens Hospital,FL
FEW,Farren Care Center,MA
FEX,Fairlawn Rehabilitation Hosp,MA
FFA,Fletcher Allen Health Care,VT
FFB,Federal Corrections Inst Fairtn,NJ
FFD,VA Hudson Valley Montrose,NY
FFE,Federal Correctional Inst,NY
FFF,Forest Hills Hospital,NY
FFG,Fishkill Correctional Facility,NY
FFH,Four Winds Saratoga,NY
FFI,Franklin Correctional Facility,NY
FFJ,Federal Correctional Ins,NY
FFK,Faxton Hospital,NY
FFL,Federal Correctional Inst,PA
FFN,Federal Correctional Institute,PA
FFO,Foundation Behavioral Health,PA
FFP,Aria Health Bucks County Campus,PA
FFQ,Fox Chase Cancer Center,PA
FFR,Aria Health Torresdale Campus,PA
FFS,Fairmount Behavioral Health Sys,PA
FFV,Fellowship Hall Hospital,NC
FFW,Bureau Of Prisons Fedrl Med Ctr,NC
FFX,Frye Regional Medical Ctr South,NC
FFZ,Floyd Behavioral Health Center,GA
FGA,Saint Simons By The Sea,GA
FGB,Flagler Psychiatric Center,FL
FGC,Florida Hospital Flagler,FL
FGD,Florida Hospital Altamonte,FL
FGE,Florida Hospital East Orlando,FL
FGF,Fair Oaks Pavilion,FL
FGG,Florida Center For Addictions,FL
FGI,Florida Hospital Wauchula,FL
FGL,Fort Loudon Medical Center,TN
FGM,Le Conte Medical Center,TN
FGN,Frazier Rehabilitation Inst,KY
FGP,Arrowhead Behavioral Health,OH
FGR,Foundation For Living,OH
FGS,Fairbanks Hospital,IN
FGT,Four-County Counseling Center,IN
FGV,Fieldstone Center,MI
FGW,Mayo Clinic Health Sys Francscn,WI
FGY,Mayo Clin Hlth Sys Frncscn Hlth,WI
FGZ,Fond Du Lac Acute Psych Hosp,WI
FHA,Fairview Recovery Services,MN
FHC,Univ MN Med Ctr Frvw E Bnk,MN
FHD,Fairview Range Medical Center,MN
FHE,Federal Medical Center,MN
FHG,First Care Health Center,ND
FHH,Florida Hospital Heartland,FL
FHI,Fallon Medical Complex,MT
FHJ,Fort Belknap Health Center,MT
FHK,Freeman Health System East Cmps,MO
FHL,Freeman Neosho Hospital,MO
FHM,Faith Regional Health Services,NE
FHP,Baptist Hospital Behavior Hlth,TX
FHR,Highlands Regional Medical Ctr,FL
FHS,Family Health West,CO
FHU,Tsehootsooi Medical Center,AZ
FHV,Federal Correctional Institutn,CA
FHW,Fairview Developmental Center,CA
FHY,Fresno Surgical Hospital,CA
FHZ,Baylor Medical Center At Frisco,TX
FIA,Fresno Heart & Surgical Hosp,CA
FKH,Brigham & Women's Faulkner Hosp,MA
FKS,Medstar Franklin Square Med Ctr,MD
FLU,Flushing Hospital Medical Ctr,NY
FMH,Frederick Memorial Hospital,MD
FMT,Fremont Hospital,CA
FNK,Aria Health Frankford Campus,PA
FOB,Forbes Hospital,PA
FOR,Fort Hamilton Hospital,OH
FOV,Forest View Hospital,MI
FPS,Foothill Presbyterian Hospital,CA
FRH,Fairfield Medical Center,OH
FRK,Franklin Memorial Hospital,ME
FRM,Firelands Regional Medical Ctr,OH
FRN,Franklin Hospital,NY
FRR,Franklin Foundation Hospital,LA
FS1,Fairview Southdale Hospital,MN
FSH,Novant Health Forsyth Med Ctr,NC
FVH,Fairview Hospital,OH
FVL,Fountain Vally Reg Hosp/Med Ctr,CA
FVP,Fairview Park Hospital,GA
FWB,Fort Walton Beach Medical Ctr,FL
FWC,Fawcett Memorial Hospital,FL
GA1,Gateway Regional Medical Center,IL
GA2,Garfield Medical Center,CA
GA3,Glenbeigh,OH
GA4,Georgiana Medical Center,AL
GA5,Lakeside Medical Center,FL
GA6,Gritman Medical Center,ID
GA7,Glen Oaks Hospital,TX
GA9,Green Oaks Hospital,TX
GAA,Gateway Medical Center,TN
GAB,Gerald Champion Reg Med Ctr,NM
GAC,Adventist Glenoaks Hospital,IL
GAD,Garden Park Medical Center,MS
GAE,Geary Community Hospital,KS
GAG,Graham Regional Medical Center,TX
GAI,Gila Regional Medical Center,NM
GAJ,Great Plains Regional Med Ctr,NE
GAK,Schuylkill Medical Center East,PA
GAL,Georgia Regional Hospital Atlnt,GA
GAM,Grove Hill Memorial Hospital,AL
GAO,Greene Memorial Hospital,OH
GAR,Glenwood Regional Medical Ctr,LA
GAS,Good Samaritan Medical Center,MA
GAT,Greater Baltimore Medical Ctr,MD
GAU,Advocate Good Samaritan Hosp,IL
GAV,University Of MS Med Ctr Grnda,MS
GAW,Good Shepherd Medical Center,OR
GAX,Glendale Adventist Medical Ctr,CA
GB1,Good Samaritan Regional Med Ctr,OR
GB2,Aspirus Grand View Hospital,MI
GB3,Graham Hospital,IL
GB4,Georgetown Community Hospital,KY
GB5,Granville Health System,NC
GB6,Southwest Regional Medical Ctr,PA
GB7,Golden Plains Community Hosp,TX
GB8,Gunnison Valley Hospital,UT
GB9,Gulf Coast Medical Center,FL
GBA,Gibson General Hospital,IN
GBB,Gulf Coast Medical Center,TX
GBC,Gove County Medical Center,KS
GBD,Garden Grove Hospital Med Ctr,CA
GBE,Granite County Medical Center,MT
GBF,Genesys Regional Medical Center,MI
GBG,Grinnell Regional Medical Ctr,IA
GBH,Warm Springs Medical Center,GA
GBI,Greater Regional Medical Center,IA
GBK,Goleta Valley Cottage Hospital,CA
GBL,Grant Regional Health Center,WI
GBM,Gottlieb Memorial Hospital,IL
GBN,Grant Memorial Hospital,WV
GBO,Grady General Hospital,GA
GBQ,George Regional Health System,MS
GBR,Spectrum Health Gerber Memorial,MI
GBS,Grimes St Joseph Health Center,TX
GBU,Garrett County Memorial Hosp,MD
GBW,Memorial Hospital At Gulfport,MS
GBX,Parkridge West Hospital,TN
GBZ,Grace Hospital Fairview Unit,OH
GC1,Gulf Breeze Hospital,FL
GC2,Gnaden Huetten Memorial Hosp,PA
GC5,Spectrum Health United Hospital,MI
GC6,Gifford Medical Center,VT
GC7,Greater Bridgeport Mental Hlth,CT
GC8,Gaylord Specialty Healthcare,CT
GC9,Grafton City Hospital,WV
GCA,Refugio Memorial Hospital,TX
GCB,Gibson Area Hospital/Hlth Svs,IL
GCC,Galesburg Cottage Hospital,IL
GCD,Garrison Memorial Hospital,ND
GCE,United Medical Center,DC
GCH,Midmichigan Medical Center Grat,MI
GCI,Greene County General Hospital,IN
GCJ,North Texas Medical Center,TX
GCL,Griffin Hospital,CT
GCM,North Canyon Medical Center,ID
GCO,Grace Cottage Hospital,VT
GCP,Midwest Medical Center,IL
GCR,Glenbrook Hospital,IL
GCT,Gulf Coast Regional Medical Ctr,FL
GCU,Great Plains Regional Med Ctr,OK
GCV,Guttenberg Municipal Hospital,IA
GCW,Glencoe Regional Health Svs,MN
GCY,Galion Community Hospital,OH
GCZ,Glacial Ridge Hospital,MN
GD1,Genoa Medical Facility,NE
GD2,Gordon Memorial Hospital,NE
GD3,Goodland Regional Medical Ctr,KS
GD4,Graham County Hospital,KS
GD5,Greeley County Health Services,KS
GD6,Greenwood County Hospital,KS
GD7,Grisell Memorial Hospital,KS
GD8,St David's Georgetown Hospital,TX
GD9,Glen Rose Medical Center,TX
GDA,Good Samaritan Hospital,OH
GDD,Guthrie County Hospital,IA
GDE,Grundy County Memorial Hospital,IA
GDG,Geneva General Hospital,NY
GDI,Glendive Medical Center,MT
GDJ,Gothenburg Memorial Hospital,NE
GDM,Good Samaritan Hospital,OH
GDN,Gadsden Regional Medical Center,AL
GDO,Grady Memorial Hospital,OK
GDP,Garfield County Hospital,WA
GDQ,Garfield Memorial Hospital,UT
GDR,Ministry Good Samaritn Hlth Ctr,WI
GDS,Medstar Good Samaritan Hospital,MD
GDU,George C Grape Community Hosp,IA
GDV,Greene County Medical Center,IA
GDW,Golden Valley Memorial Hospital,MO
GDX,Griffin Memorial Hospital,OK
GDY,Avera Gettysburg Hospital,SD
GDZ,Regional West Garden County,NE
GEC,Geisinger Wyoming Valley Hosptl,PA
GED,UPMC Horizon Greenville,PA
GEE,Great River Medical Center,AR
GEF,Greenville Regional Hospital,IL
GEG,Sharp Grossmont Hospital,CA
GEH,Greater El Monte Community Hosp,CA
GEI,Geisinger Medical Center,PA
GEJ,Grand River Health,CO
GEL,Greenleaf Center,GA
GEM,Glen Cove Hospital,NY
GEN,Gracie Square Hospital,NY
GEO,George Washington Univ Hosp,DC
GEQ,Methodist Le Bonheur Germantown,TN
GES,Genesis Medical Center-East,IA
GEU,Medstar Georgetown Unvrsty Hosp,DC
GEV,Banner Good Samaritan Med Ctr,AZ
GFB,Kindred Hospital,MA
GFC,Gosnold Treatment Center,MA
GFD,Greystone Park Psychiatric Hosp,NJ
GFE,Coler-Goldwater Specialty Hosp,NY
GFG,Good Samaritan Hospital Med Ctr,NY
GFH,Adena Greenfield Medical Center,OH
GFJ,Green Haven Correction Facility,NY
GFK,Great Meadow Correctional Fclty,NY
GFL,Greater Binghamton Health Ctr,NY
GFM,Granite Falls Municpl Hosp/Mnr,MN
